,expected,response,precision,rt,trial,tache,participant,ordre
939,different,different,1.0,623.1757609639317,44.0,3.0,6,321
940,same,same,1.0,474.9279589741491,45.0,3.0,6,321
941,different,different,1.0,604.7746000112966,46.0,3.0,6,321
942,same,same,1.0,666.1158109782264,47.0,3.0,6,321
943,same,same,1.0,703.0681989854202,48.0,3.0,6,321
944,different,different,1.0,997.3864809726364,49.0,3.0,6,321
945,same,same,1.0,585.8153389999643,50.0,3.0,6,321
946,same,same,1.0,481.064364023041,51.0,3.0,6,321
947,same,same,1.0,665.8440249739215,52.0,3.0,6,321
948,same,same,1.0,549.6444670134224,53.0,3.0,6,321
949,different,different,1.0,1073.908236983698,54.0,3.0,6,321
950,same,same,1.0,565.3167770360596,55.0,3.0,6,321
951,different,different,1.0,531.2568699591793,56.0,3.0,6,321
952,same,different,0.0,492.8841179935262,57.0,3.0,6,321
953,different,different,1.0,972.6477380027064,58.0,3.0,6,321
954,different,different,1.0,820.2022009645589,59.0,3.0,6,321
955,different,different,1.0,942.8095239563844,60.0,3.0,6,321
956,same,different,0.0,711.3033490022644,61.0,3.0,6,321
957,same,same,1.0,758.8563319877721,62.0,3.0,6,321
958,different,different,1.0,493.236483016517,63.0,3.0,6,321
959,same,same,1.0,567.1231420128606,64.0,3.0,6,321
960,different,different,1.0,437.1730670100078,65.0,3.0,6,321
961,same,same,1.0,497.013952000998,66.0,3.0,6,321
962,different,different,1.0,801.5426470083185,67.0,3.0,6,321
963,different,different,1.0,944.5081579615362,68.0,3.0,6,321
964,same,same,1.0,773.1031409930438,69.0,3.0,6,321
965,different,different,1.0,667.2309799469076,70.0,3.0,6,321
966,different,different,1.0,1111.11921799602,71.0,3.0,6,321
967,same,different,0.0,812.6319600269198,72.0,3.0,6,321
968,same,different,0.0,739.9943650234491,73.0,3.0,6,321
969,different,different,1.0,1025.7065949845128,74.0,3.0,6,321
970,different,different,1.0,639.3781239748932,75.0,3.0,6,321
971,same,same,1.0,728.6722139688209,76.0,3.0,6,321
972,different,different,1.0,480.3864610148594,77.0,3.0,6,321
973,different,different,1.0,531.9008770165965,78.0,3.0,6,321
974,different,different,1.0,793.1579179712571,79.0,3.0,6,321
975,same,same,1.0,575.5288139916956,80.0,3.0,6,321
976,different,different,1.0,966.0002519958651,81.0,3.0,6,321
977,same,same,1.0,682.9880719888024,82.0,3.0,6,321
978,different,different,1.0,861.3051139982417,83.0,3.0,6,321
979,same,different,0.0,585.6063269893639,84.0,3.0,6,321
980,same,same,1.0,660.7332769781351,85.0,3.0,6,321
981,different,different,1.0,503.91282700002193,86.0,3.0,6,321
982,different,different,1.0,514.8577900254168,87.0,3.0,6,321
983,same,same,1.0,577.513852971606,88.0,3.0,6,321
984,different,different,1.0,455.2178449812345,89.0,3.0,6,321
985,same,same,1.0,946.70417701127,90.0,3.0,6,321
986,same,same,1.0,515.7045730156824,91.0,3.0,6,321
987,same,same,1.0,680.7607069495134,92.0,3.0,6,321
988,same,same,1.0,588.3223069831729,93.0,3.0,6,321
989,different,different,1.0,656.0833999537863,94.0,3.0,6,321
990,different,different,1.0,444.85387101303786,95.0,3.0,6,321
991,same,different,0.0,478.5179119789973,96.0,3.0,6,321
992,different,same,0.0,583.8363619986922,1.0,3.0,4,123
993,different,different,1.0,873.9917909260839,2.0,3.0,4,123
994,same,same,1.0,616.2736350670457,3.0,3.0,4,123
995,different,different,1.0,711.2452100263909,4.0,3.0,4,123
996,different,different,1.0,721.282072016038,5.0,3.0,4,123
997,same,same,1.0,615.5922929756343,6.0,3.0,4,123
998,different,different,1.0,851.849677041173,7.0,3.0,4,123
999,same,same,1.0,662.6053130021319,8.0,3.0,4,123
1000,same,different,0.0,492.3748620785773,9.0,3.0,4,123
1001,different,different,1.0,296.27712396904826,10.0,3.0,4,123
1002,same,same,1.0,714.2410890664905,11.0,3.0,4,123
1003,same,different,0.0,510.045062052086,12.0,3.0,4,123
1004,same,same,1.0,542.7204710431397,13.0,3.0,4,123
1005,same,same,1.0,574.2012880509719,14.0,3.0,4,123
1006,different,different,1.0,691.3574920035899,15.0,3.0,4,123
1007,same,same,1.0,1385.8534879982471,16.0,3.0,4,123
1008,same,same,1.0,655.8051010360941,17.0,3.0,4,123
1009,different,different,1.0,925.004075979814,18.0,3.0,4,123
1010,same,same,1.0,619.4579850416629,19.0,3.0,4,123
1011,same,different,0.0,717.4538020044565,20.0,3.0,4,123
1012,same,same,1.0,785.6141700176522,21.0,3.0,4,123
1013,different,different,1.0,1145.050726016052,22.0,3.0,4,123
1014,different,different,1.0,1190.0723269209266,23.0,3.0,4,123
1015,same,same,1.0,2157.1837840601797,24.0,3.0,4,123
1016,different,same,0.0,1495.999044040218,25.0,3.0,4,123
1017,same,same,1.0,730.0397208891809,26.0,3.0,4,123
1018,different,different,1.0,1112.1303309919313,27.0,3.0,4,123
1019,different,different,1.0,720.8922220161185,28.0,3.0,4,123
1020,same,same,1.0,743.2956070406362,29.0,3.0,4,123
1021,different,different,1.0,1389.14778502658,30.0,3.0,4,123
1022,different,different,1.0,1015.3254179749638,31.0,3.0,4,123
1023,different,different,1.0,1013.4877290111035,32.0,3.0,4,123
1024,same,same,1.0,875.2140960423276,33.0,3.0,4,123
1025,different,different,1.0,975.6974889896809,34.0,3.0,4,123
1026,same,same,1.0,1026.3150139944628,35.0,3.0,4,123
1027,same,same,1.0,822.0451610395685,36.0,3.0,4,123
1028,different,different,1.0,1368.1791990529746,37.0,3.0,4,123
1029,same,same,1.0,432.9377340618521,38.0,3.0,4,123
1030,same,different,0.0,1813.8516569742933,39.0,3.0,4,123
1031,same,same,1.0,568.4601659886539,40.0,3.0,4,123
1032,different,different,1.0,765.7697220565751,41.0,3.0,4,123
1033,same,same,1.0,505.4800499929115,42.0,3.0,4,123
1034,different,different,1.0,1744.9169210158288,43.0,3.0,4,123
1035,same,same,1.0,553.9341679541394,44.0,3.0,4,123
1036,different,different,1.0,2643.956630025059,45.0,3.0,4,123
1037,different,different,1.0,888.8908050721511,46.0,3.0,4,123
1038,same,same,1.0,753.0702019575983,47.0,3.0,4,123
1039,different,different,1.0,1354.280982981436,48.0,3.0,4,123
1040,different,same,0.0,2359.5008440315723,49.0,3.0,4,123
1041,different,different,1.0,956.2074590940028,50.0,3.0,4,123
1042,same,same,1.0,509.04985796660185,51.0,3.0,4,123
1043,different,different,1.0,1307.551442994736,52.0,3.0,4,123
1044,different,different,1.0,1685.371994972229,53.0,3.0,4,123
1045,same,same,1.0,1880.4462649859488,54.0,3.0,4,123
1046,different,different,1.0,2368.1038800859824,55.0,3.0,4,123
1047,same,same,1.0,533.5707790218294,56.0,3.0,4,123
1048,same,different,0.0,983.4853139473124,57.0,3.0,4,123
1049,same,same,1.0,564.4671119516715,58.0,3.0,4,123
1050,same,same,1.0,639.4574460573494,59.0,3.0,4,123
1051,different,different,1.0,1340.2456550393254,60.0,3.0,4,123
1052,different,different,1.0,1934.75589400623,61.0,3.0,4,123
1053,different,different,1.0,918.1826850399376,62.0,3.0,4,123
1054,different,different,1.0,768.8756989082322,63.0,3.0,4,123
1055,different,different,1.0,941.4297009352596,64.0,3.0,4,123
1056,different,different,1.0,1295.3152731060982,65.0,3.0,4,123
1057,same,same,1.0,691.5338980033994,66.0,3.0,4,123
1058,different,different,1.0,2211.5140529349446,67.0,3.0,4,123
1059,same,different,0.0,968.7570850364864,68.0,3.0,4,123
1060,different,different,1.0,1662.5466119730845,69.0,3.0,4,123
1061,same,same,1.0,1060.1325780153277,70.0,3.0,4,123
1062,same,same,1.0,461.474718991667,71.0,3.0,4,123
1063,different,different,1.0,1416.4504570653662,72.0,3.0,4,123
1064,same,different,0.0,1610.682767000981,73.0,3.0,4,123
1065,same,same,1.0,570.8717840025201,74.0,3.0,4,123
1066,same,same,1.0,466.4973740000278,75.0,3.0,4,123
1067,different,different,1.0,814.5780779886991,76.0,3.0,4,123
1068,same,different,0.0,963.9085640665144,77.0,3.0,4,123
1069,different,different,1.0,1683.1460579996929,78.0,3.0,4,123
1070,different,different,1.0,1063.2109920261428,79.0,3.0,4,123
1071,same,same,1.0,624.8499240027741,80.0,3.0,4,123
1072,different,different,1.0,923.0134340468794,81.0,3.0,4,123
1073,same,same,1.0,541.5413019945845,82.0,3.0,4,123
1074,different,different,1.0,971.604365040548,83.0,3.0,4,123
1075,same,same,1.0,546.6824400937185,84.0,3.0,4,123
1076,different,different,1.0,994.3553750636056,85.0,3.0,4,123
1077,same,same,1.0,729.4906480237842,86.0,3.0,4,123
1078,different,different,1.0,1133.5864820284771,87.0,3.0,4,123
1079,different,different,1.0,949.5299740228802,88.0,3.0,4,123
1080,different,different,1.0,795.1130460714921,89.0,3.0,4,123
1081,different,different,1.0,1171.3755569653586,90.0,3.0,4,123
1082,same,same,1.0,412.8555000061169,91.0,3.0,4,123
1083,different,different,1.0,1557.18607804738,92.0,3.0,4,123
1084,same,same,1.0,440.6674590427429,93.0,3.0,4,123
1085,same,different,0.0,551.4705610694364,94.0,3.0,4,123
1086,same,same,1.0,627.4339379742742,95.0,3.0,4,123
1087,same,same,1.0,1229.094653041102,96.0,3.0,4,123
1088,different,different,1.0,1019.5224360795692,1.0,3.0,7,123
1089,different,different,1.0,880.6814700365067,2.0,3.0,7,123
1090,different,different,1.0,1012.4849599087609,3.0,3.0,7,123
1091,same,different,0.0,987.7099129371344,4.0,3.0,7,123
1092,different,different,1.0,1166.960750008002,5.0,3.0,7,123
1093,same,same,1.0,1021.6735210269692,6.0,3.0,7,123
1094,different,different,1.0,874.078601016663,7.0,3.0,7,123
1095,same,same,1.0,1362.1025329921397,8.0,3.0,7,123
1096,same,same,1.0,548.913186066784,9.0,3.0,7,123
1097,same,same,1.0,506.1863750452176,10.0,3.0,7,123
1098,different,different,1.0,1095.410927082412,11.0,3.0,7,123
1099,different,different,1.0,893.5826970264316,12.0,3.0,7,123
1100,different,different,1.0,1534.0282219694927,13.0,3.0,7,123
1101,same,same,1.0,680.9496670030057,14.0,3.0,7,123
1102,same,same,1.0,795.6643659854308,15.0,3.0,7,123
1103,same,different,0.0,1102.2216089768335,16.0,3.0,7,123
1104,different,different,1.0,958.7463700445368,17.0,3.0,7,123
1105,different,different,1.0,945.7979829749092,18.0,3.0,7,123
1106,same,same,1.0,664.1223999904469,19.0,3.0,7,123
1107,same,same,1.0,469.9513000668958,20.0,3.0,7,123
1108,different,different,1.0,1169.7057359851897,21.0,3.0,7,123
1109,different,different,1.0,1418.134383042343,22.0,3.0,7,123
1110,same,same,1.0,876.6444039065391,23.0,3.0,7,123
1111,same,same,1.0,886.9602939812467,24.0,3.0,7,123
1112,different,different,1.0,536.8950499687344,25.0,3.0,7,123
1113,different,different,1.0,1060.6238869950175,26.0,3.0,7,123
1114,same,same,1.0,1018.5818029567602,27.0,3.0,7,123
1115,different,different,1.0,734.3716010218486,28.0,3.0,7,123
1116,same,different,0.0,852.9231669381261,29.0,3.0,7,123
1117,same,same,1.0,510.0624419283122,30.0,3.0,7,123
1118,different,different,1.0,774.9657259555534,31.0,3.0,7,123
1119,same,same,1.0,760.725247906521,32.0,3.0,7,123
1120,different,different,1.0,1480.221968027763,33.0,3.0,7,123
1121,same,same,1.0,830.2726569818333,34.0,3.0,7,123
1122,same,same,1.0,989.3581420183182,35.0,3.0,7,123
1123,same,different,0.0,507.1717450628057,36.0,3.0,7,123
1124,different,different,1.0,1231.6549480892718,37.0,3.0,7,123
1125,different,different,1.0,1054.1247199289498,38.0,3.0,7,123
1126,same,same,1.0,585.4881799314171,39.0,3.0,7,123
1127,same,same,1.0,1046.973885037005,40.0,3.0,7,123
1128,different,different,1.0,812.3785579809919,41.0,3.0,7,123
1129,same,same,1.0,819.7113779606298,42.0,3.0,7,123
1130,different,different,1.0,1399.589609936811,43.0,3.0,7,123
1131,different,different,1.0,1013.6500149965286,44.0,3.0,7,123
1132,different,different,1.0,2307.467869948596,45.0,3.0,7,123
1133,different,different,1.0,936.9137949543074,46.0,3.0,7,123
1134,different,different,1.0,1039.2889239592478,47.0,3.0,7,123
1135,different,different,1.0,727.4185819551349,48.0,3.0,7,123
1136,different,different,1.0,826.3914450071752,49.0,3.0,7,123
1137,same,same,1.0,887.4567679595202,50.0,3.0,7,123
1138,same,same,1.0,632.0331949973479,51.0,3.0,7,123
1139,same,different,0.0,778.4316999604926,52.0,3.0,7,123
1140,different,different,1.0,1509.3030309071764,53.0,3.0,7,123
1141,same,same,1.0,525.9359880583361,54.0,3.0,7,123
1142,different,different,1.0,1418.940644012764,55.0,3.0,7,123
1143,different,different,1.0,880.2117350278422,56.0,3.0,7,123
1144,same,same,1.0,583.478013984859,57.0,3.0,7,123
1145,same,same,1.0,456.4425080316141,58.0,3.0,7,123
1146,same,same,1.0,1064.7176370257512,59.0,3.0,7,123
1147,same,same,1.0,602.4083860684186,60.0,3.0,7,123
1148,different,different,1.0,687.4909710604697,61.0,3.0,7,123
1149,same,different,0.0,555.968399043195,62.0,3.0,7,123
1150,same,same,1.0,860.0993469590321,63.0,3.0,7,123
1151,different,different,1.0,665.6066179275513,64.0,3.0,7,123
1152,different,different,1.0,1463.199132005684,65.0,3.0,7,123
1153,different,same,0.0,1391.7039340594783,66.0,3.0,7,123
1154,different,different,1.0,1377.2755110403525,67.0,3.0,7,123
1155,same,same,1.0,584.8925840109587,68.0,3.0,7,123
1156,same,same,1.0,553.0046119820327,69.0,3.0,7,123
1157,different,different,1.0,1451.2413589982316,70.0,3.0,7,123
1158,different,different,1.0,962.6837229589,71.0,3.0,7,123
1159,same,same,1.0,500.79509301576763,72.0,3.0,7,123
1160,same,same,1.0,1082.7278470387682,73.0,3.0,7,123
1161,different,different,1.0,823.2518710428849,74.0,3.0,7,123
1162,different,different,1.0,976.4551470289008,75.0,3.0,7,123
1163,same,same,1.0,1085.9418680192905,76.0,3.0,7,123
1164,different,different,1.0,511.1390430247411,77.0,3.0,7,123
1165,different,different,1.0,896.7643959913403,78.0,3.0,7,123
1166,same,different,0.0,1046.1065099807456,79.0,3.0,7,123
1167,same,same,1.0,588.6603629915044,80.0,3.0,7,123
1168,different,different,1.0,581.4586579799652,81.0,3.0,7,123
1169,different,different,1.0,920.4690350452438,82.0,3.0,7,123
1170,same,same,1.0,495.1270999154076,83.0,3.0,7,123
1171,same,same,1.0,615.297302021645,84.0,3.0,7,123
1172,same,different,0.0,624.2252199444921,85.0,3.0,7,123
1173,same,same,1.0,637.4977580271661,86.0,3.0,7,123
1174,same,different,0.0,679.9777690321207,87.0,3.0,7,123
1175,different,different,1.0,1111.7284500505775,88.0,3.0,7,123
1176,different,different,1.0,1437.3766330536455,89.0,3.0,7,123
1177,same,same,1.0,1254.3633130844682,90.0,3.0,7,123
1178,different,different,1.0,1033.768818015233,91.0,3.0,7,123
1179,same,same,1.0,722.8692130884156,92.0,3.0,7,123
1180,different,different,1.0,896.9270640518516,93.0,3.0,7,123
1181,same,same,1.0,632.5327669037506,94.0,3.0,7,123
1182,different,different,1.0,643.4271299513057,95.0,3.0,7,123
1183,same,same,1.0,529.3479409301654,96.0,3.0,7,123
1184,same,same,1.0,928.6578389583156,1.0,2.0,8,321
1185,different,different,1.0,718.1970649980941,2.0,2.0,8,321
1186,same,same,1.0,806.1112820287235,3.0,2.0,8,321
1187,different,different,1.0,706.1630710377358,4.0,2.0,8,321
1188,different,different,1.0,757.3913079686463,5.0,2.0,8,321
1189,same,same,1.0,626.8232109723613,6.0,2.0,8,321
1190,different,different,1.0,534.9801200209185,7.0,2.0,8,321
1191,same,same,1.0,606.4417920424603,8.0,2.0,8,321
1192,same,same,1.0,693.1472049909644,9.0,2.0,8,321
1193,different,different,1.0,597.0096729579382,10.0,2.0,8,321
1194,same,same,1.0,769.6997750317678,11.0,2.0,8,321
1195,different,different,1.0,896.1464480380528,12.0,2.0,8,321
1196,same,same,1.0,736.6512159933336,13.0,2.0,8,321
1197,same,same,1.0,578.1124019995332,14.0,2.0,8,321
1198,different,different,1.0,701.8977610277943,15.0,2.0,8,321
1199,different,different,1.0,696.7133810394444,16.0,2.0,8,321
1200,same,same,1.0,688.0890169995837,17.0,2.0,8,321
1201,different,different,1.0,1081.3720269943587,18.0,2.0,8,321
1202,same,same,1.0,746.7648559832014,19.0,2.0,8,321
1203,different,different,1.0,705.5373010225594,20.0,2.0,8,321
1204,different,different,1.0,620.1679990044795,21.0,2.0,8,321
1205,different,different,1.0,734.7988610272296,22.0,2.0,8,321
1206,same,same,1.0,662.0276790345088,23.0,2.0,8,321
1207,different,different,1.0,743.6933449935168,24.0,2.0,8,321
1208,same,same,1.0,631.4621160272509,25.0,2.0,8,321
1209,different,different,1.0,755.4505019797944,26.0,2.0,8,321
1210,same,same,1.0,650.6548130419105,27.0,2.0,8,321
1211,different,different,1.0,677.5218149996363,28.0,2.0,8,321
1212,same,same,1.0,591.8859259691089,29.0,2.0,8,321
1213,same,same,1.0,583.0796610098332,30.0,2.0,8,321
1214,same,same,1.0,650.9498970117421,31.0,2.0,8,321
1215,same,same,1.0,615.7683760393411,32.0,2.0,8,321
1216,different,different,1.0,721.7460859683342,33.0,2.0,8,321
1217,same,same,1.0,618.1580219999887,34.0,2.0,8,321
1218,different,different,1.0,885.5597389629111,35.0,2.0,8,321
1219,different,different,1.0,793.9724969910458,36.0,2.0,8,321
1220,same,same,1.0,573.2959820306861,37.0,2.0,8,321
1221,same,same,1.0,701.9030490191653,38.0,2.0,8,321
1222,different,different,1.0,796.2547409697436,39.0,2.0,8,321
1223,same,same,1.0,569.309621991124,40.0,2.0,8,321
1224,same,same,1.0,569.2125969799235,41.0,2.0,8,321
1225,different,different,1.0,677.7083399938421,42.0,2.0,8,321
1226,same,same,1.0,616.1889979848638,43.0,2.0,8,321
1227,different,different,1.0,524.0074020111933,44.0,2.0,8,321
1228,different,different,1.0,806.4404529868625,45.0,2.0,8,321
1229,same,same,1.0,585.5056940345094,46.0,2.0,8,321
1230,different,different,1.0,790.9075540374033,47.0,2.0,8,321
1231,different,different,1.0,694.2935580154881,48.0,2.0,8,321
1232,different,different,1.0,749.2386419908144,49.0,2.0,8,321
1233,same,same,1.0,541.1063879728317,50.0,2.0,8,321
1234,different,different,1.0,516.8281199876219,51.0,2.0,8,321
1235,same,same,1.0,517.0258429716341,52.0,2.0,8,321
1236,different,different,1.0,565.0445949868299,53.0,2.0,8,321
1237,different,different,1.0,541.3621800253168,54.0,2.0,8,321
1238,same,same,1.0,506.3038939842954,55.0,2.0,8,321
1239,different,different,1.0,539.8620759951882,56.0,2.0,8,321
1240,different,different,1.0,524.7741320054047,57.0,2.0,8,321
1241,different,different,1.0,539.6034379955381,58.0,2.0,8,321
1242,same,same,1.0,554.9378669820726,59.0,2.0,8,321
1243,different,different,1.0,689.9142999900505,60.0,2.0,8,321
1244,same,same,1.0,627.41559301503,61.0,2.0,8,321
1245,different,different,1.0,535.5037109693512,62.0,2.0,8,321
1246,same,same,1.0,607.2110560489818,63.0,2.0,8,321
1247,same,same,1.0,702.0185010042042,64.0,2.0,8,321
1248,different,different,1.0,524.5335570070893,65.0,2.0,8,321
1249,different,different,1.0,623.0716640129685,66.0,2.0,8,321
1250,different,different,1.0,729.8411289812066,67.0,2.0,8,321
1251,different,different,1.0,723.0195529991761,68.0,2.0,8,321
1252,same,same,1.0,609.5493639586493,69.0,2.0,8,321
1253,different,different,1.0,582.5112920138054,70.0,2.0,8,321
1254,same,same,1.0,731.5616029663943,71.0,2.0,8,321
1255,different,different,1.0,643.3166399947368,72.0,2.0,8,321
1256,same,same,1.0,655.277973972261,73.0,2.0,8,321
1257,same,same,1.0,683.9401200413704,74.0,2.0,8,321
1258,different,different,1.0,923.1609330163336,75.0,2.0,8,321
1259,different,different,1.0,445.4756419872865,76.0,2.0,8,321
1260,same,same,1.0,494.2523500067182,77.0,2.0,8,321
1261,same,same,1.0,594.0258339978755,78.0,2.0,8,321
1262,same,same,1.0,525.6937859812751,79.0,2.0,8,321
1263,same,same,1.0,632.0962099707685,80.0,2.0,8,321
1264,same,same,1.0,521.4722770033404,81.0,2.0,8,321
1265,different,different,1.0,473.3731119777076,82.0,2.0,8,321
1266,different,different,1.0,501.48938997881487,83.0,2.0,8,321
1267,same,different,0.0,492.915220966097,84.0,2.0,8,321
1268,same,same,1.0,478.5418749670498,85.0,2.0,8,321
1269,same,same,1.0,617.5172229995951,86.0,2.0,8,321
1270,same,same,1.0,500.3527530352585,87.0,2.0,8,321
1271,different,different,1.0,508.92487895907834,88.0,2.0,8,321
1272,same,same,1.0,454.0261829970405,89.0,2.0,8,321
1273,different,different,1.0,504.97881101910025,90.0,2.0,8,321
1274,same,same,1.0,505.3795099956915,91.0,2.0,8,321
1275,same,same,1.0,476.9340960192494,92.0,2.0,8,321
1276,different,same,0.0,548.6439159722067,93.0,2.0,8,321
1277,different,different,1.0,707.9298510216177,94.0,2.0,8,321
1278,different,different,1.0,646.8936059973203,95.0,2.0,8,321
1279,same,same,1.0,527.6721130358055,96.0,2.0,8,321
1280,different,different,1.0,1268.9216998405757,1.0,2.0,5,213
1281,different,different,1.0,1378.72919999063,2.0,2.0,5,213
1282,same,same,1.0,1296.4836000464857,3.0,2.0,5,213
1283,different,different,1.0,817.1247001737356,4.0,2.0,5,213
1284,different,different,1.0,1234.3314001336694,5.0,2.0,5,213
1285,same,same,1.0,814.5544999279082,6.0,2.0,5,213
1286,same,same,1.0,959.1672997921704,7.0,2.0,5,213
1287,same,same,1.0,753.7553999572992,8.0,2.0,5,213
1288,different,different,1.0,928.5121997818352,9.0,2.0,5,213
1289,different,different,1.0,1116.8734999373555,10.0,2.0,5,213
1290,same,same,1.0,648.7074000760913,11.0,2.0,5,213
1291,different,different,1.0,752.38800002262,12.0,2.0,5,213
1292,different,different,1.0,1069.7924997657535,13.0,2.0,5,213
1293,same,same,1.0,866.0158002749085,14.0,2.0,5,213
1294,same,same,1.0,728.5985001362859,15.0,2.0,5,213
1295,different,different,1.0,789.3582000397146,16.0,2.0,5,213
1296,different,different,1.0,750.3152000717819,17.0,2.0,5,213
1297,same,same,1.0,666.9447999447584,18.0,2.0,5,213
1298,same,same,1.0,811.4868998527527,19.0,2.0,5,213
1299,different,different,1.0,617.1976001933217,20.0,2.0,5,213
1300,different,different,1.0,754.1172001510859,21.0,2.0,5,213
1301,same,same,1.0,937.3504999093713,22.0,2.0,5,213
1302,same,same,1.0,899.4360002689064,23.0,2.0,5,213
1303,different,different,1.0,788.1277999840677,24.0,2.0,5,213
1304,same,same,1.0,765.8220999874175,25.0,2.0,5,213
1305,different,different,1.0,835.5407998897135,26.0,2.0,5,213
1306,different,different,1.0,706.4503002911806,27.0,2.0,5,213
1307,different,different,1.0,768.5008002445102,28.0,2.0,5,213
1308,same,same,1.0,701.7477001063526,29.0,2.0,5,213
1309,same,same,1.0,791.3835998624563,30.0,2.0,5,213
1310,different,different,1.0,712.1752998791635,31.0,2.0,5,213
1311,same,same,1.0,654.7417999245226,32.0,2.0,5,213
1312,different,different,1.0,684.9068999290466,33.0,2.0,5,213
1313,same,same,1.0,759.4118998385966,34.0,2.0,5,213
1314,same,same,1.0,675.8425999432802,35.0,2.0,5,213
1315,same,same,1.0,869.5185999386013,36.0,2.0,5,213
1316,different,different,1.0,643.1674002669752,37.0,2.0,5,213
1317,different,different,1.0,762.780399993062,38.0,2.0,5,213
1318,different,different,1.0,706.3792999833822,39.0,2.0,5,213
1319,same,same,1.0,593.6158997938037,40.0,2.0,5,213
1320,same,same,1.0,625.4564998671412,41.0,2.0,5,213
1321,different,different,1.0,785.1069001480937,42.0,2.0,5,213
1322,different,different,1.0,656.8912998773158,43.0,2.0,5,213
1323,different,different,1.0,624.5005000382662,44.0,2.0,5,213
1324,same,same,1.0,570.1729999855161,45.0,2.0,5,213
1325,different,different,1.0,602.3956998251379,46.0,2.0,5,213
1326,different,same,0.0,571.6349002905191,47.0,2.0,5,213
1327,same,same,1.0,693.9550000242889,48.0,2.0,5,213
1328,different,different,1.0,855.8841999620199,49.0,2.0,5,213
1329,different,different,1.0,645.7889997400343,50.0,2.0,5,213
1330,same,same,1.0,895.0431002303958,51.0,2.0,5,213
1331,different,different,1.0,887.7837001346052,52.0,2.0,5,213
1332,same,same,1.0,807.2961000725627,53.0,2.0,5,213
1333,same,same,1.0,676.5505000948906,54.0,2.0,5,213
1334,same,same,1.0,645.3315997496247,55.0,2.0,5,213
1335,same,same,1.0,526.3065001927316,56.0,2.0,5,213
1336,different,different,1.0,713.1346999667585,57.0,2.0,5,213
1337,different,different,1.0,948.7458001822232,58.0,2.0,5,213
1338,same,same,1.0,642.7811998873949,59.0,2.0,5,213
1339,different,different,1.0,646.6398001648486,60.0,2.0,5,213
1340,same,same,1.0,717.6497001200914,61.0,2.0,5,213
1341,same,same,1.0,831.666000187397,62.0,2.0,5,213
1342,same,same,1.0,539.0810999087989,63.0,2.0,5,213
1343,same,same,1.0,584.727100096643,64.0,2.0,5,213
1344,same,same,1.0,523.3447998762131,65.0,2.0,5,213
1345,different,different,1.0,578.6557998508215,66.0,2.0,5,213
1346,different,different,1.0,763.0329001694918,67.0,2.0,5,213
1347,different,different,1.0,716.3546998053789,68.0,2.0,5,213
1348,different,different,1.0,553.0674001201987,69.0,2.0,5,213
1349,same,same,1.0,775.6675002165139,70.0,2.0,5,213
1350,same,same,1.0,611.7373998276889,71.0,2.0,5,213
1351,different,different,1.0,744.349000044167,72.0,2.0,5,213
1352,different,different,1.0,628.8133002817631,73.0,2.0,5,213
1353,same,same,1.0,595.4562001861632,74.0,2.0,5,213
1354,same,same,1.0,730.7446999475359,75.0,2.0,5,213
1355,same,same,1.0,670.9806998260319,76.0,2.0,5,213
1356,different,different,1.0,638.5510000400245,77.0,2.0,5,213
1357,different,different,1.0,762.0105999521911,78.0,2.0,5,213
1358,different,different,1.0,897.176600061357,79.0,2.0,5,213
1359,different,different,1.0,648.7741996534169,80.0,2.0,5,213
1360,same,same,1.0,561.9997000321746,81.0,2.0,5,213
1361,same,same,1.0,673.5053998418152,82.0,2.0,5,213
1362,same,same,1.0,529.1214003227651,83.0,2.0,5,213
1363,different,different,1.0,619.3523001857102,84.0,2.0,5,213
1364,same,same,1.0,683.9662999846041,85.0,2.0,5,213
1365,same,same,1.0,655.2965003065765,86.0,2.0,5,213
1366,same,same,1.0,575.4232001490891,87.0,2.0,5,213
1367,same,same,1.0,534.6645000390708,88.0,2.0,5,213
1368,same,same,1.0,551.5116001479328,89.0,2.0,5,213
1369,same,same,1.0,524.7188997454941,90.0,2.0,5,213
1370,different,different,1.0,1245.6810004077852,91.0,2.0,5,213
1371,different,different,1.0,1271.6601002030077,92.0,2.0,5,213
1372,different,different,1.0,657.7894999645649,93.0,2.0,5,213
1373,same,same,1.0,662.6343000680208,94.0,2.0,5,213
1374,different,different,1.0,1259.8058003932238,95.0,2.0,5,213
1375,different,different,1.0,706.7483998835087,96.0,2.0,5,213
1376,same,same,1.0,408.0308000557125,1.0,0.0,9,213
1377,same,same,1.0,416.8691001832485,2.0,0.0,9,213
1378,different,different,1.0,508.68619978427887,3.0,0.0,9,213
1379,different,different,1.0,433.3119001239538,4.0,0.0,9,213
1380,same,same,1.0,408.2045997492969,5.0,0.0,9,213
1381,same,same,1.0,430.7256997562945,6.0,0.0,9,213
1382,different,different,1.0,440.5605997890234,7.0,0.0,9,213
1383,same,different,0.0,467.3708998598158,8.0,0.0,9,213
1384,different,different,1.0,596.0924997925758,9.0,0.0,9,213
1385,different,different,1.0,630.4073999635875,10.0,0.0,9,213
1386,different,different,1.0,647.1257000230253,11.0,0.0,9,213
1387,same,different,0.0,492.6176001317799,12.0,0.0,9,213
1388,same,same,1.0,530.8836000040174,13.0,0.0,9,213
1389,different,different,1.0,639.5132001489401,14.0,0.0,9,213
