,expected,response,precision,rt,trial,tache,participant,ordre
474,same,same,1.0,535.9634920023382,59.0,2.0,3,321
475,same,same,1.0,697.5345920072868,60.0,2.0,3,321
476,same,same,1.0,576.6719150124118,61.0,2.0,3,321
477,same,same,1.0,504.7898450284265,62.0,2.0,3,321
478,different,different,1.0,512.046079034917,63.0,2.0,3,321
479,same,same,1.0,632.1735820383765,64.0,2.0,3,321
480,same,same,1.0,709.2957369750366,65.0,2.0,3,321
481,different,different,1.0,580.5543460301124,66.0,2.0,3,321
482,same,same,1.0,602.146007004194,67.0,2.0,3,321
483,same,same,1.0,584.8614880233072,68.0,2.0,3,321
484,different,different,1.0,652.6536839664914,69.0,2.0,3,321
485,different,different,1.0,649.5323670096695,70.0,2.0,3,321
486,different,different,1.0,786.7991340463051,71.0,2.0,3,321
487,different,different,1.0,505.71122800465673,72.0,2.0,3,321
488,same,different,0.0,456.8047249922529,73.0,2.0,3,321
489,same,same,1.0,771.5124640380964,74.0,2.0,3,321
490,same,same,1.0,451.7887670081109,75.0,2.0,3,321
491,same,same,1.0,493.0106360116042,76.0,2.0,3,321
492,same,same,1.0,728.4078700467944,77.0,2.0,3,321
493,different,different,1.0,661.792600993067,78.0,2.0,3,321
494,same,same,1.0,792.2162209870294,79.0,2.0,3,321
495,different,different,1.0,541.8453100137413,80.0,2.0,3,321
496,same,same,1.0,637.0196919888258,81.0,2.0,3,321
497,different,different,1.0,760.9486319706775,82.0,2.0,3,321
498,different,same,0.0,735.7175030047074,83.0,2.0,3,321
499,same,same,1.0,1153.4761040238664,84.0,2.0,3,321
500,different,different,1.0,662.3911939677782,85.0,2.0,3,321
501,same,same,1.0,928.1961319502444,86.0,2.0,3,321
502,same,same,1.0,1065.8437899546698,87.0,2.0,3,321
503,different,different,1.0,618.3603319805115,88.0,2.0,3,321
504,same,same,1.0,958.2249139784836,89.0,2.0,3,321
505,same,same,1.0,607.0240240078421,90.0,2.0,3,321
506,different,different,1.0,665.8108399715275,91.0,2.0,3,321
507,different,different,1.0,622.3216170328669,92.0,2.0,3,321
508,different,different,1.0,568.2410290464759,93.0,2.0,3,321
509,different,different,1.0,1323.7830469734035,94.0,2.0,3,321
510,same,same,1.0,609.9281500210054,95.0,2.0,3,321
511,different,different,1.0,583.0082659958862,96.0,2.0,3,321
512,same,same,1.0,670.2655919361861,1.0,1.0,4,123
513,same,same,1.0,393.8894979655743,2.0,1.0,4,123
514,different,different,1.0,319.2147699883208,3.0,1.0,4,123
515,same,same,1.0,443.05678096134216,4.0,1.0,4,123
516,different,different,1.0,428.5782469669357,5.0,1.0,4,123
517,different,different,1.0,353.3298471011221,6.0,1.0,4,123
518,different,different,1.0,637.6549729611725,7.0,1.0,4,123
519,same,same,1.0,438.72900598216796,8.0,1.0,4,123
520,different,different,1.0,628.1988510163501,9.0,1.0,4,123
521,different,different,1.0,486.6947219707072,10.0,1.0,4,123
522,same,same,1.0,465.63128905836487,11.0,1.0,4,123
523,different,different,1.0,357.0673760259524,12.0,1.0,4,123
524,same,same,1.0,640.7534279860556,13.0,1.0,4,123
525,same,same,1.0,351.20412101969123,14.0,1.0,4,123
526,different,same,0.0,468.4472669614479,15.0,1.0,4,123
527,same,same,1.0,475.5652430467308,16.0,1.0,4,123
528,same,same,1.0,451.2383199762553,17.0,1.0,4,123
529,different,different,1.0,455.6043450720608,18.0,1.0,4,123
530,same,same,1.0,424.8656240524724,19.0,1.0,4,123
531,different,different,1.0,421.1881679948419,20.0,1.0,4,123
532,different,different,1.0,441.9418419711292,21.0,1.0,4,123
533,different,different,1.0,422.0163520658389,22.0,1.0,4,123
534,different,different,1.0,455.9926149668172,23.0,1.0,4,123
535,same,same,1.0,377.5869399541989,24.0,1.0,4,123
536,different,different,1.0,571.548425941728,25.0,1.0,4,123
537,same,same,1.0,432.743379031308,26.0,1.0,4,123
538,different,different,1.0,410.6791219674051,27.0,1.0,4,123
539,different,different,1.0,342.47535304166377,28.0,1.0,4,123
540,same,same,1.0,401.6664680093527,29.0,1.0,4,123
541,same,same,1.0,398.6048250226304,30.0,1.0,4,123
542,different,same,0.0,353.8622281048447,31.0,1.0,4,123
543,different,different,1.0,398.261436028406,32.0,1.0,4,123
544,different,different,1.0,349.13136600516737,33.0,1.0,4,123
545,same,same,1.0,424.8380259377882,34.0,1.0,4,123
546,same,same,1.0,362.7965609775856,35.0,1.0,4,123
547,same,same,1.0,438.0907400045544,36.0,1.0,4,123
548,different,different,1.0,355.6842189282179,37.0,1.0,4,123
549,different,different,1.0,407.54620998632157,38.0,1.0,4,123
550,same,same,1.0,402.138928999193,39.0,1.0,4,123
551,different,different,1.0,369.6410019183531,40.0,1.0,4,123
552,same,same,1.0,361.05004395358253,41.0,1.0,4,123
553,same,different,0.0,408.6990869836882,42.0,1.0,4,123
554,same,same,1.0,376.08478404581547,43.0,1.0,4,123
555,same,same,1.0,366.0683779744432,44.0,1.0,4,123
556,different,different,1.0,407.4428959283978,45.0,1.0,4,123
557,same,same,1.0,389.8608488962054,46.0,1.0,4,123
558,same,same,1.0,417.18127706553787,47.0,1.0,4,123
559,same,same,1.0,360.40454800240695,48.0,1.0,4,123
560,different,different,1.0,414.2551460536197,49.0,1.0,4,123
561,same,same,1.0,362.8186699934304,50.0,1.0,4,123
562,same,same,1.0,361.84980208054185,51.0,1.0,4,123
563,different,different,1.0,518.2371760020033,52.0,1.0,4,123
564,different,different,1.0,488.1714520743117,53.0,1.0,4,123
565,same,same,1.0,364.544049021788,54.0,1.0,4,123
566,different,same,0.0,365.5708549777046,55.0,1.0,4,123
567,different,different,1.0,368.2594929123297,56.0,1.0,4,123
568,same,same,1.0,450.6022050045431,57.0,1.0,4,123
569,same,same,1.0,645.2430990757421,58.0,1.0,4,123
570,different,different,1.0,383.3181570516899,59.0,1.0,4,123
571,same,same,1.0,402.29331399314106,60.0,1.0,4,123
572,different,different,1.0,395.7273080013693,61.0,1.0,4,123
573,same,same,1.0,301.84396693948656,62.0,1.0,4,123
574,different,different,1.0,367.4358540447429,63.0,1.0,4,123
575,same,same,1.0,374.8624760191888,64.0,1.0,4,123
576,same,same,1.0,359.59817201364785,65.0,1.0,4,123
577,different,different,1.0,412.2303539188579,66.0,1.0,4,123
578,different,different,1.0,718.9900749363005,67.0,1.0,4,123
579,same,same,1.0,435.4474319843576,68.0,1.0,4,123
580,different,different,1.0,438.66470095235854,69.0,1.0,4,123
581,same,same,1.0,349.62367301341146,70.0,1.0,4,123
582,same,same,1.0,352.8777849860489,71.0,1.0,4,123
583,same,same,1.0,361.2514189444482,72.0,1.0,4,123
584,different,different,1.0,336.82976895943284,73.0,1.0,4,123
585,same,same,1.0,314.1737940022722,74.0,1.0,4,123
586,different,different,1.0,427.52142203971744,75.0,1.0,4,123
587,same,same,1.0,334.63680802378803,76.0,1.0,4,123
588,different,different,1.0,359.44756900426,77.0,1.0,4,123
589,same,same,1.0,345.2775370096788,78.0,1.0,4,123
590,different,different,1.0,423.4251800226048,79.0,1.0,4,123
591,same,same,1.0,462.9875210812315,80.0,1.0,4,123
592,different,different,1.0,468.6940129613504,81.0,1.0,4,123
593,same,same,1.0,486.3591250032186,82.0,1.0,4,123
594,different,different,1.0,435.3230040287599,83.0,1.0,4,123
595,same,same,1.0,462.0928089134395,84.0,1.0,4,123
596,same,same,1.0,354.7081350116059,85.0,1.0,4,123
597,different,different,1.0,393.4883490437642,86.0,1.0,4,123
598,different,different,1.0,449.3135201046243,87.0,1.0,4,123
599,different,different,1.0,511.78188901394606,88.0,1.0,4,123
600,different,different,1.0,399.41876102238894,89.0,1.0,4,123
601,same,same,1.0,325.7635919144377,90.0,1.0,4,123
602,different,different,1.0,443.8578030094504,91.0,1.0,4,123
603,different,different,1.0,423.8264409359545,92.0,1.0,4,123
604,same,same,1.0,348.72604603879154,93.0,1.0,4,123
605,same,same,1.0,407.4172510299832,94.0,1.0,4,123
606,different,different,1.0,453.7293150788173,95.0,1.0,4,123
607,different,different,1.0,331.8551019765437,96.0,1.0,4,123
608,different,different,1.0,3595.5604000482713,1.0,3.0,1,123
609,same,same,1.0,2696.784900035709,2.0,3.0,1,123
610,same,same,1.0,1452.8597999596968,3.0,3.0,1,123
611,different,different,1.0,883.2625000504777,4.0,3.0,1,123
612,same,same,1.0,1114.6298999665305,5.0,3.0,1,123
613,same,same,1.0,773.6835000105202,6.0,3.0,1,123
614,same,same,1.0,941.0080999368802,7.0,3.0,1,123
615,different,different,1.0,1203.852800070308,8.0,3.0,1,123
616,same,same,1.0,1350.44900001958,9.0,3.0,1,123
617,different,different,1.0,1519.0366000169888,10.0,3.0,1,123
618,different,different,1.0,2872.4105999572203,11.0,3.0,1,123
619,same,same,1.0,1070.8183000097051,12.0,3.0,1,123
620,same,same,1.0,760.0134999956936,13.0,3.0,1,123
621,different,different,1.0,1443.290099967271,14.0,3.0,1,123
622,different,different,1.0,998.7387000583112,15.0,3.0,1,123
623,different,different,1.0,1063.3413000032306,16.0,3.0,1,123
624,different,different,1.0,937.3892000876368,17.0,3.0,1,123
625,same,same,1.0,1018.3520999271425,18.0,3.0,1,123
626,different,different,1.0,841.1350999958813,19.0,3.0,1,123
627,different,different,1.0,872.2948000067845,20.0,3.0,1,123
628,same,same,1.0,682.3968000244349,21.0,3.0,1,123
629,different,different,1.0,906.8106999620796,22.0,3.0,1,123
630,same,same,1.0,1177.533199894242,23.0,3.0,1,123
631,different,different,1.0,1193.7051999848336,24.0,3.0,1,123
632,same,same,1.0,675.2229999983683,25.0,3.0,1,123
633,same,same,1.0,1024.971800041385,26.0,3.0,1,123
634,same,same,1.0,870.852499967441,27.0,3.0,1,123
635,different,different,1.0,1224.9012999236584,28.0,3.0,1,123
636,same,same,1.0,1039.2469000071287,29.0,3.0,1,123
637,different,different,1.0,980.9552000369875,30.0,3.0,1,123
638,same,same,1.0,851.5436000889167,31.0,3.0,1,123
639,different,different,1.0,928.2202000031248,32.0,3.0,1,123
640,same,same,1.0,691.1961999721825,33.0,3.0,1,123
641,different,different,1.0,948.7263000337408,34.0,3.0,1,123
642,same,same,1.0,962.2366999974474,35.0,3.0,1,123
643,different,different,1.0,954.3318999931216,36.0,3.0,1,123
644,same,same,1.0,751.6684998990968,37.0,3.0,1,123
645,different,different,1.0,999.2399000329896,38.0,3.0,1,123
646,different,different,1.0,863.5074000339955,39.0,3.0,1,123
647,different,different,1.0,807.9508000519127,40.0,3.0,1,123
648,different,different,1.0,1254.1811999399215,41.0,3.0,1,123
649,different,different,1.0,697.4841000046581,42.0,3.0,1,123
650,different,different,1.0,826.8911000341177,43.0,3.0,1,123
651,same,same,1.0,1204.8912999453023,44.0,3.0,1,123
652,different,different,1.0,855.3367999847978,45.0,3.0,1,123
653,different,different,1.0,894.0838000271469,46.0,3.0,1,123
654,same,same,1.0,630.186399910599,47.0,3.0,1,123
655,different,different,1.0,920.5033000325784,48.0,3.0,1,123
656,different,different,1.0,887.0496000163257,49.0,3.0,1,123
657,different,different,1.0,1279.794300091453,50.0,3.0,1,123
658,same,same,1.0,831.963500007987,51.0,3.0,1,123
659,same,same,1.0,588.5261000366881,52.0,3.0,1,123
660,different,different,1.0,811.111000017263,53.0,3.0,1,123
661,different,different,1.0,721.9737999839708,54.0,3.0,1,123
662,same,same,1.0,714.0217999694869,55.0,3.0,1,123
663,same,different,0.0,550.6128999404609,56.0,3.0,1,123
664,same,same,1.0,1035.2132000261918,57.0,3.0,1,123
665,same,same,1.0,899.2154001025483,58.0,3.0,1,123
666,different,different,1.0,1041.6803000262007,59.0,3.0,1,123
667,different,different,1.0,803.1900000059977,60.0,3.0,1,123
668,same,same,1.0,1518.8437000615522,61.0,3.0,1,123
669,same,same,1.0,911.1325999256225,62.0,3.0,1,123
670,different,different,1.0,1001.5184000367301,63.0,3.0,1,123
671,same,same,1.0,1067.9260999895632,64.0,3.0,1,123
672,different,different,1.0,1089.1905000898987,65.0,3.0,1,123
673,same,same,1.0,752.5391000090167,66.0,3.0,1,123
674,same,same,1.0,1325.8465999970213,67.0,3.0,1,123
675,different,different,1.0,749.1666000569239,68.0,3.0,1,123
676,same,same,1.0,625.4233000800014,69.0,3.0,1,123
677,same,same,1.0,558.5094999987632,70.0,3.0,1,123
678,different,different,1.0,703.4607001114637,71.0,3.0,1,123
679,same,same,1.0,602.9229999985546,72.0,3.0,1,123
680,different,different,1.0,1038.97130000405,73.0,3.0,1,123
681,same,same,1.0,700.6578999571502,74.0,3.0,1,123
682,same,same,1.0,1060.5497000506148,75.0,3.0,1,123
683,same,same,1.0,778.0668999766931,76.0,3.0,1,123
684,different,different,1.0,1081.1279999325052,77.0,3.0,1,123
685,same,same,1.0,553.4971000161022,78.0,3.0,1,123
686,different,different,1.0,1000.2145000034943,79.0,3.0,1,123
687,different,different,1.0,1018.6672999989239,80.0,3.0,1,123
688,same,same,1.0,526.2544000288472,81.0,3.0,1,123
689,different,different,1.0,931.7738000536336,82.0,3.0,1,123
690,different,different,1.0,733.5611999733374,83.0,3.0,1,123
691,different,different,1.0,828.9899000665173,84.0,3.0,1,123
692,different,different,1.0,692.8027999820188,85.0,3.0,1,123
693,same,same,1.0,964.2512999707832,86.0,3.0,1,123
694,same,same,1.0,606.6256000194699,87.0,3.0,1,123
695,same,same,1.0,555.6644999887794,88.0,3.0,1,123
696,different,different,1.0,749.5099999941885,89.0,3.0,1,123
697,same,same,1.0,653.9873000001535,90.0,3.0,1,123
698,different,different,1.0,1025.777200004086,91.0,3.0,1,123
699,same,same,1.0,834.0035000583157,92.0,3.0,1,123
700,same,same,1.0,685.7297000242397,93.0,3.0,1,123
701,same,same,1.0,953.6383000668138,94.0,3.0,1,123
702,different,different,1.0,557.2540999855846,95.0,3.0,1,123
703,same,same,1.0,642.0759999891743,96.0,3.0,1,123
704,different,different,1.0,1516.19919994846,1.0,2.0,2,123
705,different,different,1.0,973.0794000206516,2.0,2.0,2,123
706,same,same,1.0,680.5383999599144,3.0,2.0,2,123
707,same,same,1.0,709.7350999247283,4.0,2.0,2,123
708,same,same,1.0,929.2007999029009,5.0,2.0,2,123
709,same,same,1.0,1067.1624999959022,6.0,2.0,2,123
710,same,same,1.0,681.2686000484973,7.0,2.0,2,123
711,different,different,1.0,607.9682999989018,8.0,2.0,2,123
712,same,same,1.0,539.7995999082923,9.0,2.0,2,123
713,different,different,1.0,653.3785999054089,10.0,2.0,2,123
714,same,same,1.0,726.7528000520542,11.0,2.0,2,123
715,different,different,1.0,1026.5964000718668,12.0,2.0,2,123
716,different,different,1.0,781.8294999888167,13.0,2.0,2,123
717,same,same,1.0,682.8599999425933,14.0,2.0,2,123
718,different,different,1.0,788.0257000215352,15.0,2.0,2,123
719,same,same,1.0,607.7581000281498,16.0,2.0,2,123
720,different,different,1.0,832.5803999323398,17.0,2.0,2,123
721,different,different,1.0,679.489600006491,18.0,2.0,2,123
722,same,same,1.0,522.0630000112578,19.0,2.0,2,123
723,different,different,1.0,583.6148000089452,20.0,2.0,2,123
724,same,same,1.0,639.4377000397071,21.0,2.0,2,123
725,same,same,1.0,584.1537000378594,22.0,2.0,2,123
726,different,different,1.0,855.3510999772698,23.0,2.0,2,123
727,different,different,1.0,797.4448000313714,24.0,2.0,2,123
728,different,different,1.0,992.681400035508,25.0,2.0,2,123
729,same,same,1.0,548.2366000069305,26.0,2.0,2,123
730,same,same,1.0,588.2408999605104,27.0,2.0,2,123
731,same,same,1.0,575.7965000811964,28.0,2.0,2,123
732,same,same,1.0,527.0763000007719,29.0,2.0,2,123
733,same,same,1.0,599.5762000093237,30.0,2.0,2,123
734,same,same,1.0,655.7124000974001,31.0,2.0,2,123
735,different,different,1.0,721.745099988766,32.0,2.0,2,123
736,same,same,1.0,829.9125001067296,33.0,2.0,2,123
737,same,same,1.0,671.3617000496015,34.0,2.0,2,123
738,different,different,1.0,579.0221999632195,35.0,2.0,2,123
739,different,different,1.0,936.3573999144136,36.0,2.0,2,123
740,different,different,1.0,713.1358000915498,37.0,2.0,2,123
741,different,different,1.0,793.715399922803,38.0,2.0,2,123
742,same,same,1.0,518.9262001076713,39.0,2.0,2,123
743,same,same,1.0,660.9084999654442,40.0,2.0,2,123
744,same,same,1.0,476.0993999661878,41.0,2.0,2,123
745,same,same,1.0,571.542700054124,42.0,2.0,2,123
746,same,same,1.0,739.4531000172719,43.0,2.0,2,123
747,same,same,1.0,464.7546999622136,44.0,2.0,2,123
748,different,different,1.0,805.6031999876723,45.0,2.0,2,123
749,same,same,1.0,550.2551000099629,46.0,2.0,2,123
750,same,same,1.0,655.6739000370726,47.0,2.0,2,123
751,different,different,1.0,985.8355000615121,48.0,2.0,2,123
752,different,different,1.0,656.4979000249878,49.0,2.0,2,123
753,different,different,1.0,822.9466999182478,50.0,2.0,2,123
754,different,different,1.0,777.1825999952853,51.0,2.0,2,123
755,same,same,1.0,732.0998999057338,52.0,2.0,2,123
756,same,same,1.0,516.2968999939039,53.0,2.0,2,123
757,different,different,1.0,587.3919000150636,54.0,2.0,2,123
758,same,same,1.0,707.2506999829784,55.0,2.0,2,123
759,different,different,1.0,968.3292000554502,56.0,2.0,2,123
760,same,same,1.0,878.7564999656752,57.0,2.0,2,123
761,different,different,1.0,672.7555999532342,58.0,2.0,2,123
762,different,different,1.0,821.5829000109807,59.0,2.0,2,123
763,same,same,1.0,474.0918000461534,60.0,2.0,2,123
764,same,same,1.0,566.7590000666678,61.0,2.0,2,123
765,different,different,1.0,604.4625999638811,62.0,2.0,2,123
766,same,same,1.0,649.3819000897929,63.0,2.0,2,123
767,different,different,1.0,654.4608999975026,64.0,2.0,2,123
768,different,different,1.0,646.0816999897361,65.0,2.0,2,123
769,different,different,1.0,741.3744999794291,66.0,2.0,2,123
770,different,different,1.0,1000.1802000915632,67.0,2.0,2,123
771,same,same,1.0,489.9110000114888,68.0,2.0,2,123
772,different,different,1.0,721.798500046134,69.0,2.0,2,123
773,same,same,1.0,585.4915999807417,70.0,2.0,2,123
774,same,same,1.0,754.538599983789,71.0,2.0,2,123
775,same,same,1.0,529.3084000004455,72.0,2.0,2,123
776,different,different,1.0,801.8795000389218,73.0,2.0,2,123
777,same,same,1.0,764.6668000379577,74.0,2.0,2,123
778,same,same,1.0,603.8934000534937,75.0,2.0,2,123
779,different,different,1.0,668.2653999887407,76.0,2.0,2,123
780,different,different,1.0,917.8357999771832,77.0,2.0,2,123
781,same,same,1.0,590.0716999312863,78.0,2.0,2,123
782,different,different,1.0,560.8803000068292,79.0,2.0,2,123
783,same,same,1.0,610.6775000225753,80.0,2.0,2,123
784,different,different,1.0,566.7706999229267,81.0,2.0,2,123
785,different,different,1.0,600.2883999608457,82.0,2.0,2,123
786,different,different,1.0,905.5852000601591,83.0,2.0,2,123
787,different,different,1.0,882.527600042522,84.0,2.0,2,123
788,different,different,1.0,799.6557999867946,85.0,2.0,2,123
789,different,different,1.0,624.1270999889821,86.0,2.0,2,123
790,different,different,1.0,550.9827000787482,87.0,2.0,2,123
791,different,different,1.0,598.9233000436798,88.0,2.0,2,123
792,different,different,1.0,723.6878999974579,89.0,2.0,2,123
793,same,same,1.0,521.9021000666544,90.0,2.0,2,123
794,same,same,1.0,687.5280999811366,91.0,2.0,2,123
795,different,different,1.0,541.4369999198243,92.0,2.0,2,123
796,different,different,1.0,1442.4607999389991,93.0,2.0,2,123
797,same,same,1.0,579.7561000799761,94.0,2.0,2,123
798,same,same,1.0,832.8837000299245,95.0,2.0,2,123
799,same,same,1.0,872.6978000486271,96.0,2.0,2,123
800,same,same,1.0,679.4950999319553,1.0,3.0,5,213
801,same,same,1.0,837.6426002942026,2.0,3.0,5,213
802,same,same,1.0,1124.314900022,3.0,3.0,5,213
803,same,same,1.0,743.6406002379954,4.0,3.0,5,213
804,same,same,1.0,2096.8034001998603,5.0,3.0,5,213
805,different,different,1.0,826.4019996859133,6.0,3.0,5,213
806,different,different,1.0,1013.4194996207952,7.0,3.0,5,213
807,different,different,1.0,705.0056997686625,8.0,3.0,5,213
808,different,different,1.0,934.462900273502,9.0,3.0,5,213
809,same,same,1.0,970.600999891758,10.0,3.0,5,213
810,same,same,1.0,803.6664002574979,11.0,3.0,5,213
811,different,different,1.0,686.9049998931587,12.0,3.0,5,213
812,different,different,1.0,742.9209998808801,13.0,3.0,5,213
813,same,same,1.0,729.4688001275063,14.0,3.0,5,213
814,same,different,0.0,1448.0242999270558,15.0,3.0,5,213
815,different,different,1.0,818.2343002408743,16.0,3.0,5,213
816,same,same,1.0,1158.5681000724437,17.0,3.0,5,213
817,same,same,1.0,583.8740998879075,18.0,3.0,5,213
818,different,different,1.0,782.1738999336958,19.0,3.0,5,213
819,same,same,1.0,1365.52709992975,20.0,3.0,5,213
820,different,different,1.0,1000.7461002096534,21.0,3.0,5,213
821,same,same,1.0,669.3957000970839,22.0,3.0,5,213
822,different,different,1.0,1168.7818998470902,23.0,3.0,5,213
823,same,same,1.0,1150.3565995953977,24.0,3.0,5,213
824,same,same,1.0,589.6964003331959,25.0,3.0,5,213
825,different,different,1.0,784.2729999683797,26.0,3.0,5,213
826,different,different,1.0,801.0896001942456,27.0,3.0,5,213
827,different,different,1.0,737.8023997880518,28.0,3.0,5,213
828,same,same,1.0,804.7353001311421,29.0,3.0,5,213
829,same,same,1.0,830.7126997970045,30.0,3.0,5,213
830,different,different,1.0,700.7389003410935,31.0,3.0,5,213
831,different,different,1.0,853.1474997289479,32.0,3.0,5,213
832,different,different,1.0,649.180100299418,33.0,3.0,5,213
833,same,same,1.0,717.8047001361847,34.0,3.0,5,213
834,different,different,1.0,762.9026998765767,35.0,3.0,5,213
835,same,same,1.0,964.7259004414082,36.0,3.0,5,213
836,different,different,1.0,950.8379003964365,37.0,3.0,5,213
837,different,different,1.0,761.9060003198683,38.0,3.0,5,213
838,different,different,1.0,745.3606999479234,39.0,3.0,5,213
839,different,different,1.0,701.8741001375021,40.0,3.0,5,213
840,same,same,1.0,770.7222001627088,41.0,3.0,5,213
841,same,same,1.0,747.4956000223756,42.0,3.0,5,213
842,same,same,1.0,770.9348001517355,43.0,3.0,5,213
843,different,different,1.0,791.9022999703884,44.0,3.0,5,213
844,same,same,1.0,862.4165002256632,45.0,3.0,5,213
845,same,same,1.0,605.9042001143098,46.0,3.0,5,213
846,different,different,1.0,740.6025002710521,47.0,3.0,5,213
847,different,different,1.0,713.7560001574457,48.0,3.0,5,213
848,same,same,1.0,839.8024002090096,49.0,3.0,5,213
849,same,same,1.0,541.8076999485493,50.0,3.0,5,213
850,same,same,1.0,572.1896002069116,51.0,3.0,5,213
851,same,same,1.0,544.9923998676239,52.0,3.0,5,213
852,same,same,1.0,764.9583998136222,53.0,3.0,5,213
853,different,different,1.0,1121.2535998784006,54.0,3.0,5,213
854,different,different,1.0,958.4559998475016,55.0,3.0,5,213
855,same,same,1.0,983.1531001254916,56.0,3.0,5,213
856,same,same,1.0,729.602999985218,57.0,3.0,5,213
857,same,same,1.0,775.7317000068724,58.0,3.0,5,213
858,same,same,1.0,921.0095000453292,59.0,3.0,5,213
859,different,different,1.0,864.0364003367722,60.0,3.0,5,213
860,different,different,1.0,686.3156002946198,61.0,3.0,5,213
861,different,different,1.0,1016.3312000222504,62.0,3.0,5,213
862,same,same,1.0,627.1942001767457,63.0,3.0,5,213
863,different,different,1.0,800.6172003224492,64.0,3.0,5,213
864,same,different,0.0,665.4048003256321,65.0,3.0,5,213
865,different,different,1.0,1107.3519997298715,66.0,3.0,5,213
866,same,same,1.0,721.8178999610245,67.0,3.0,5,213
867,different,different,1.0,773.4091999009252,68.0,3.0,5,213
868,same,same,1.0,616.0263996571302,69.0,3.0,5,213
869,same,same,1.0,636.7123001255095,70.0,3.0,5,213
870,different,different,1.0,796.8162000179291,71.0,3.0,5,213
871,different,different,1.0,733.2509998232126,72.0,3.0,5,213
872,different,different,1.0,732.203499879688,73.0,3.0,5,213
873,different,different,1.0,803.5871000029147,74.0,3.0,5,213
874,same,same,1.0,777.0980997011065,75.0,3.0,5,213
875,same,same,1.0,864.5445997826755,76.0,3.0,5,213
876,different,different,1.0,749.8460998758674,77.0,3.0,5,213
877,same,same,1.0,676.8294000066817,78.0,3.0,5,213
878,same,same,1.0,535.4570001363754,79.0,3.0,5,213
879,different,different,1.0,667.7844002842903,80.0,3.0,5,213
880,different,different,1.0,999.7867001220584,81.0,3.0,5,213
881,different,different,1.0,599.6024999767542,82.0,3.0,5,213
882,different,different,1.0,793.993900064379,83.0,3.0,5,213
883,different,different,1.0,614.9637997150421,84.0,3.0,5,213
884,different,different,1.0,601.1533997952938,85.0,3.0,5,213
885,same,same,1.0,547.575999982655,86.0,3.0,5,213
886,different,different,1.0,634.4559998251498,87.0,3.0,5,213
887,same,same,1.0,544.5552999153733,88.0,3.0,5,213
888,different,different,1.0,649.5623001828791,89.0,3.0,5,213
889,different,different,1.0,823.8716004416347,90.0,3.0,5,213
890,different,different,1.0,1186.0646000131965,91.0,3.0,5,213
891,same,same,1.0,1519.6461998857558,92.0,3.0,5,213
892,different,different,1.0,944.0358001738788,93.0,3.0,5,213
893,same,same,1.0,600.064399652183,94.0,3.0,5,213
894,same,same,1.0,648.2861996628344,95.0,3.0,5,213
895,same,same,1.0,524.4169002398849,96.0,3.0,5,213
896,different,different,1.0,1456.6893849987537,1.0,3.0,6,321
897,different,different,1.0,573.5741860116832,2.0,3.0,6,321
898,same,same,1.0,593.317813007161,3.0,3.0,6,321
899,different,same,0.0,849.4914890034124,4.0,3.0,6,321
900,same,same,1.0,530.2956550149247,5.0,3.0,6,321
901,different,different,1.0,1693.2670210371723,6.0,3.0,6,321
902,different,different,1.0,808.0896050087176,7.0,3.0,6,321
903,same,same,1.0,691.6895249742083,8.0,3.0,6,321
904,different,different,1.0,1157.1373390033839,9.0,3.0,6,321
905,different,different,1.0,810.648777987808,10.0,3.0,6,321
906,different,different,1.0,738.0815349752083,11.0,3.0,6,321
907,same,same,1.0,527.32527902117,12.0,3.0,6,321
908,same,same,1.0,2167.7080619847397,13.0,3.0,6,321
909,different,different,1.0,948.7943230196834,14.0,3.0,6,321
910,different,different,1.0,1824.5523690129633,15.0,3.0,6,321
911,different,different,1.0,626.9552090088837,16.0,3.0,6,321
912,different,different,1.0,777.442397957202,17.0,3.0,6,321
913,different,different,1.0,1117.7530550048689,18.0,3.0,6,321
914,same,same,1.0,485.4279309511185,19.0,3.0,6,321
915,different,different,1.0,511.59716601250693,20.0,3.0,6,321
916,same,same,1.0,511.7902439669706,21.0,3.0,6,321
917,same,different,0.0,464.20767996460205,22.0,3.0,6,321
918,same,same,1.0,570.6530750030652,23.0,3.0,6,321
919,different,different,1.0,1087.9757220391184,24.0,3.0,6,321
920,different,different,1.0,947.0371860079468,25.0,3.0,6,321
921,different,different,1.0,721.3088829885237,26.0,3.0,6,321
922,same,same,1.0,545.6518220016733,27.0,3.0,6,321
923,same,different,0.0,1198.9803439937532,28.0,3.0,6,321
924,same,same,1.0,1227.7282240102068,29.0,3.0,6,321
925,different,different,1.0,912.7517419983632,30.0,3.0,6,321
926,different,different,1.0,618.5277809854597,31.0,3.0,6,321
927,different,different,1.0,988.5463959653862,32.0,3.0,6,321
928,same,same,1.0,441.4412810001522,33.0,3.0,6,321
929,same,same,1.0,975.067924009636,34.0,3.0,6,321
930,same,different,0.0,475.13613698538387,35.0,3.0,6,321
931,same,same,1.0,1414.44505401887,36.0,3.0,6,321
932,same,same,1.0,660.1059210370295,37.0,3.0,6,321
933,same,same,1.0,636.3192319986409,38.0,3.0,6,321
934,same,different,0.0,585.0204119924456,39.0,3.0,6,321
935,different,different,1.0,968.1082720053382,40.0,3.0,6,321
936,same,same,1.0,515.5819900101051,41.0,3.0,6,321
937,same,different,0.0,539.6956269978546,42.0,3.0,6,321
938,different,different,1.0,646.5491789858788,43.0,3.0,6,321
